timestamp,track,speed
1753201967,112.0,281.0
1753201971,112.0,281.0
1753201974,112.0,282.0
1753201977,122.0,710.0
1753201992,112.0,295.0
1753201998,144.0,80.0
1753202007,112.0,293.0
1753202010,97.0,190.0
1753202023,112.0,292.0
1753202027,113.0,289.0
1753202039,112.0,292.0
1753202054,112.0,292.0
1753202068,112.0,294.0
1753202082,112.0,279.0
1753202096,110.0,289.0
1753202111,113.0,284.0
1753202123,112.0,282.0
1753202137,113.0,281.0
1753202152,111.0,172.0
1753202164,114.0,272.0
1753202179,113.0,272.0
1753202194,113.0,259.0
1753202209,112.0,268.0
1753202224,112.0,279.0
1753202237,114.0,280.0
1753202252,112.0,278.0
1753202267,112.0,282.0
1753202280,113.0,282.0
1753202296,112.0,282.0
1753202308,111.0,280.0
1753202323,105.0,282.0
1753202329,106.0,279.0
1753202332,106.0,274.0
1753202338,104.0,275.0
1753202341,107.0,275.0
1753202344,103.0,263.0
1753202350,73.0,220.0
1753202353,91.0,309.0
1753202357,112.0,263.0
1753202363,107.0,259.0
1753202371,106.0,252.0
1753202377,107.0,248.0
1753202380,106.0,248.0
1753202383,106.0,249.0
1753202386,106.0,247.0
1753202393,106.0,243.0
1753202402,106.0,245.0
1753202411,103.0,236.0
1753202421,119.0,223.0
1753202430,107.0,218.0
1753202438,104.0,233.0
1753202442,77.0,290.0
1753202451,135.0,500.0
1753202455,118.0,223.0
1753202458,125.0,215.0
1753202461,132.0,80.0
1753202464,150.0,250.0
1753202467,61.0,140.0
1753202471,177.0,30.0
1753202476,159.0,214.0
1753202479,173.0,202.0
1753202482,181.0,204.0
1753202486,336.0,210.0
1753202490,30.0,80.0
1753202493,183.0,130.0
1753202497,193.0,205.0
1753202501,222.0,150.0
1753202504,208.0,130.0
1753202507,188.0,189.0
1753202510,207.0,229.0
1753202513,201.0,205.0
1753202516,211.0,130.0
1753202519,219.0,140.0
1753202522,200.0,190.0
1753202525,203.0,184.0
1753202528,164.0,218.0
1753202538,204.0,156.0
1753202541,209.0,187.0
1753202544,218.0,242.0
1753202551,218.0,208.0
1753202557,211.0,189.0
1753202563,205.0,173.0
1753202572,206.0,166.0
1753202575,208.0,175.0
1753202578,211.0,187.0
1753202584,216.0,180.0
1753202593,196.0,143.0
1753202597,215.0,30.0
1753202600,217.0,272.0
1753202607,224.0,170.0
1753202609,208.0,169.0
1753202611,212.0,170.0
1753202617,211.0,157.0
1753202620,209.0,152.0
1753202622,207.0,151.0
1753202625,209.0,154.0
1753202629,208.0,151.0
1753202631,207.0,147.0
1753202635,210.0,154.0
1753202643,215.0,750.0
1753202646,204.0,111.0
1753202658,210.0,260.0
1753202665,209.0,540.0
1753202669,211.0,540.0
1753202675,209.0,540.0
1753202684,207.0,144.0
1753202687,206.0,144.0
1753202696,213.0,147.0
1753202706,207.0,143.0
1753202716,167.0,138.0
1753202757,211.0,0.0
1753202766,201.0,199.0
1753202768,200.0,153.0
1753202780,195.0,0.0
1753202794,149.0,0.0
1753202815,157.0,0.0
1753202834,161.0,24.0
1753202847,202.0,0.0
1753202849,186.0,25.0
1753202851,50.0,38.0
1753202852,137.0,24.0
1753202855,144.0,32.0
1753202857,156.0,50.0
1753202863,121.0,3.0
1753202866,30.0,3.0
1753202872,181.0,3.0
1753202878,149.0,8.0
1753202881,93.0,4.0
1753202888,102.0,7.0
1753202891,139.0,5.0
1753202894,105.0,6.0
1753202904,163.0,7.0
1753202910,182.0,11.0
1753202951,199.0,0.0
1753202964,199.0,0.0
1753202971,199.0,0.0
1753202975,207.0,27.0
1753202982,220.0,1.0
1753202997,196.0,12.0
1753203011,158.0,7.0
1753203019,168.0,10.0
1753203027,159.0,0.0
1753203037,144.0,0.0
1753203047,144.0,0.0
1753203078,150.0,0.0
1753203096,149.0,0.0
1753203104,149.0,0.0
1753203145,151.0,0.0
1753203204,157.0,0.0
1753203215,158.0,18.0
1753203236,139.0,3.0
1753203255,147.0,6.0
1753203259,145.0,5.0
1753203262,139.0,7.0
1753203269,158.0,7.0
1753203271,157.0,9.0
1753203272,163.0,11.0
1753203274,170.0,9.0
1753203308,338.0,26.0
1753203362,334.0,0.0
1753203449,334.0,0.0
1753203575,334.0,0.0
1753203585,330.0,0.0
1753203610,330.0,0.0
1753203674,330.0,0.0
1753203689,330.0,0.0
1753203700,309.0,0.0
1753203715,330.0,0.0
1753203749,330.0,0.0
1753203766,330.0,0.0
